,REFPOP,CAPSTR2,NORMCAPU,CAPSTR4,VOLUMREPD,SENSOFAP,PERFSLOP,DESIRMK2
949,90067.4854315002,2.10889611291221,0.835460835145321,2.15933686059451,0.158237329009062,-5.29658778889105,0.0293271476856453,0.461075088595261
1003,73967.3801991448,1.82355462517818,0.866719111306127,2.20029287182722,0.135924039845195,-5.17196770819835,0.0356901840719042,0.346775602389453
1057,87328.5151460441,2.35521123736172,0.995907675914932,0.724375072411809,0.140776006196029,-10.6290707756486,0.0321649444239885,0.453462323464034
1111,57672.8742248379,2.48288638142525,0.880529357364867,2.26823336715313,0.0959683631663938,-7.88651565698907,0.015420051354943,0.348195977870852
1165,90339.4772071624,1.30052764790237,0.612106298648752,2.02524182695408,0.189940697626662,-6.58316303050146,0.0324601645373676,0.361383282892301
1219,36398.5428604938,1.89586609602803,0.987253172082361,0.71189537323931,0.12878834161238,-8.43897850031965,0.0361473935378134,0.42696421788655
1273,68722.2168273292,1.34422712535074,0.739057550779544,2.34172011232986,0.0899213465574576,-8.05495335195214,0.0296420549515767,0.488451806899509
1327,46961.8925570976,1.13963102698021,0.785098284846172,1.0023659787185,0.113126521314116,-4.4086444277782,0.0135226354394409,0.554335905541584
1381,43946.9370052684,2.26302657398051,0.85731961440295,1.36795087151914,0.0705260969347,-8.72208711061627,0.0200295488198396,0.44443483984042
1435,59407.0911727904,0.962549466823763,0.645952437479515,0.702343315019575,0.154942281240874,-9.87311205155216,0.0352608111039684,0.336617166245135
1489,97424.7171847092,2.33577685205598,0.655561868226156,0.673031887802261,0.19757569900321,-5.00242780785076,0.0289946071822702,0.393450963416195
1543,93020.1170959044,1.41113801189592,0.954434718067292,1.61518318906676,0.228180216078399,-10.4135675179586,0.0146189008751686,0.32188744074034
1597,45873.223128583,1.9785412104314,0.63278219843749,1.70478231785658,0.241598443880939,-6.44867398897186,0.0371007625974601,0.471802530837432
1651,97222.70674826,1.80734061863582,0.809335098566953,0.535357918017323,0.180388660802055,-7.4491644375585,0.0334776845952606,0.47892373046868
1705,42859.0613288397,1.19189174952575,0.653002085686661,1.69061784353214,0.080943620930484,-11.5027496861946,0.0328280555782367,0.469321689806168
1759,75308.5350448964,1.69574224829129,0.623454770248383,2.09913490242959,0.234545360896445,-8.82942630333826,0.0276843025909542,0.456832563500723
1813,26971.7725334922,1.88360512727679,0.999336339599453,0.858813628477359,0.192709230475593,-5.97196386859752,0.0180015776614348,0.505195888708369
1867,61817.0720093476,0.725396284245979,0.970522108974867,0.693880492525047,0.163828699592923,-4.97804078654386,0.0206445790658029,0.543188670444931
1921,40763.4500830027,1.63788624715259,0.8581528511988,1.54096619739543,0.126359915176145,-4.51804599102586,0.0284152517017042,0.527954145069199
1975,56571.5761796455,1.37065397915487,0.608759401231073,2.08386173482725,0.222643881526092,-4.00515853851102,0.0165171939742169,0.428958185925672
2029,53512.1591481147,2.49944142427536,0.946933802817017,1.08660813616957,0.182703881539346,-10.3961522345897,0.0129380576175847,0.29084669856882
2083,56496.3811962516,0.763467014973052,0.936789939918555,1.95699375395022,0.160000490137463,-11.5618931823689,0.0135034250361668,0.478269178200432
2137,81807.2006139264,1.11700328886438,0.642076255576685,0.817204879725142,0.0662600768123957,-10.4697315588035,0.036611383184889,0.394742023097014
2191,61504.4618698594,0.562230114778085,0.772890940090641,2.40770101408233,0.167586333742365,-11.8655200415105,0.0149155924134305,0.500715715422237
2245,37351.5561863314,0.550330121012265,0.614989413935225,1.76954510131466,0.125831594517294,-7.16937091210857,0.0169087454749342,0.371787118399132
2299,64555.00808949,2.2784080677658,0.783285791921895,1.82504366232153,0.129526620254474,-5.07140281558037,0.0246744093863921,0.297588827846269
2353,49483.7702604709,1.70703550685841,0.892597763583064,1.3130586663455,0.0689290685170272,-6.38639424549416,0.0148312200720798,0.312105363914312
2407,31166.0748861614,1.06817107427809,0.915380710040219,0.779500055963837,0.147766172248303,-8.18708140113391,0.0156262191756721,0.308383024616411
2461,39472.999302001,1.93605987382553,0.61922775755683,2.07480033927499,0.223922354183596,-7.20956616678275,0.0244051938527102,0.541011843663629
2515,66159.1804236232,2.36127263037229,0.666861271821894,1.4549063932784,0.156995141500593,-7.10180014780723,0.0133057781756296,0.353100138815085
2569,82447.3837519181,0.994604517085676,0.649292992739472,1.07619061298592,0.177859995342515,-9.05148285409436,0.0230142408045229,0.395877108948969
2623,67130.2220455254,0.774245503333362,0.672523500833195,0.84676565286651,0.18881158694996,-11.745547249224,0.0353660491142608,0.567960454408429
2677,70186.2331347074,1.71655356005135,0.930841641324107,0.667695863789262,0.0994759309582878,-5.6931487645302,0.0268283524585504,0.572598412742512
2731,52322.1990812453,1.47315572002229,0.687280292416457,1.26033300470775,0.0699809675841971,-10.0195393085573,0.021215209592792,0.362942706354673
2785,77967.4624103645,1.77072514167454,0.922744525138754,2.37754094871168,0.0889545065885613,-6.74253817459568,0.0253352151378173,0.559308079915738
2839,71861.2268288562,1.81535624416533,0.720293058720417,0.739121563993802,0.216752173428031,-5.10187387078069,0.0161519699935192,0.549426277586457
2893,73329.1252752824,2.15831886230817,0.627556781149004,2.11100705409496,0.104605098501779,-4.10334145132452,0.0333822163041637,0.523603253249614
2947,53157.8702393163,1.86121524372051,0.891863373145927,1.72500154703388,0.104818036841825,-8.21112536354922,0.0192374481037683,0.411882320587244
3001,92084.0136962943,0.9849912312033,0.604051309754606,1.61307354357847,0.24721799822808,-11.6376955653075,0.0248542966611511,0.385374754099257
3055,72080.3576310864,0.584760075887863,0.651134721538518,1.0207089048104,0.231429175725643,-6.08769518206827,0.0138043024281946,0.315486163569137
3109,83678.9144843351,0.846196658761567,0.819802508442197,1.48717167754207,0.206962898453348,-6.23785959676839,0.029534530171209,0.540274126056011
3163,85660.2434149245,2.46177009861519,0.874532011328265,1.5734274204067,0.226257390023311,-6.00670862307772,0.0367380868173977,0.45140100114469
3217,26865.1382614335,2.06840801821431,0.869276250738185,2.2271834076595,0.204327174980572,-11.1270043704845,0.0232980378018324,0.392696827054699
3271,28208.2304471114,2.45973075940084,0.918802240102086,1.3996035960669,0.167388358350654,-11.5508793714643,0.0207890914948668,0.324382994967129
3325,95374.8461147479,1.1542392302362,0.61661324089719,1.73593646112139,0.111653806690083,-10.7855544992257,0.0199206569551537,0.525984778902866
3379,49832.1986717056,1.93030007957463,0.639769187335856,2.36025290232261,0.244162683435861,-7.98968037075363,0.0343215435399205,0.30113168840541
3433,91651.0826689773,2.24575218511176,0.821644139835611,1.79670295396885,0.127735486350794,-9.525646598069,0.0181515681900998,0.576059971918562
3487,78574.6760348266,2.08407777028844,0.879679469857365,1.59731381732685,0.202851225315608,-5.82579131502658,0.0153380622920055,0.536053760720603
3541,47900.5272690265,1.39018793998631,0.988837342940271,1.04776225810859,0.210519022456429,-10.9217028769664,0.0246128462529621,0.306305312500533
3595,51263.6576859804,1.162020905463,0.913789048346691,0.906033485021815,0.134299210055615,-9.42068801750429,0.01582224817271,0.421737409721653
3649,55867.9464340967,0.612799007021228,0.692151145173237,2.39329101317332,0.10568367884749,-8.56477292176336,0.0224667297767826,0.383825869883632
3703,29752.9130438634,0.57247992798913,0.850299586147536,1.39060138784881,0.187452234037628,-10.8807673376705,0.0299258768286592,0.422936540748691
3757,44177.4268560694,1.08600037967378,0.634787909511011,1.1142170757124,0.120843418412187,-9.61228323697113,0.0280681810085869,0.467109854059236
3811,34381.8733500666,2.23904668721877,0.805834896924906,1.04610371699744,0.118880448673372,-11.6986107774079,0.0175409778375142,0.485986980201723
3865,57307.0569676056,1.22873590776013,0.823099867850076,1.81632203090135,0.076677511636517,-6.49877114326693,0.0257646822033115,0.504307741530728
3919,75998.7558291468,1.68309678558256,0.828503086473793,1.13158057287269,0.114680764227378,-9.22600059403107,0.0316558780821021,0.562200277663919
3973,46307.2237181768,2.09417489638757,0.656724903486203,2.49966804232207,0.22340229634181,-11.7999725877307,0.015605104835686,0.335053679074661
4027,89391.4423485112,1.67006747334995,0.611298734661192,2.01790404882553,0.107067467371307,-10.9878462148551,0.0146496833677077,0.387457287564303
4081,84038.2455542276,1.36511149764678,0.745633056136314,0.963226314187678,0.215094953160806,-9.03256500498392,0.0300761673942446,0.458528051874333
4135,32068.1049468403,1.87454171104369,0.73348553864425,0.778032850567822,0.133519257857624,-10.753345836699,0.0188369515915182,0.331349697807815
4189,91248.1703899975,0.790854458490177,0.730541187667754,1.33925302135332,0.115869956004899,-7.66635111763142,0.0203000843316782,0.337863206163433
4243,35065.4775596631,1.9074097655086,0.704457234368659,1.15992456453493,0.157591695595329,-5.94975960372016,0.0220456561705344,0.438312886688556
4297,35464.9875063624,0.732947521085793,0.703367136281449,1.23840962075148,0.122384003831248,-11.0997485642787,0.0259338413384558,0.439822274110489
4351,90662.148156378,1.52213196058843,0.943539323884062,1.98773110956268,0.0713509775267448,-5.26005971900187,0.0279432763026881,0.450394026347506
4405,77768.4707740555,0.838196103927237,0.831381662774831,2.24985782805351,0.116140517416643,-10.0777094033174,0.0339301431702688,0.490124354226096
4459,32815.2475369279,1.58188372853913,0.710106361495797,0.879414543191099,0.238193076193056,-9.57068495209329,0.0208955140152605,0.40323583610591
4513,54035.0822541805,1.11184073570935,0.871889778268058,1.6531738942326,0.0943266306901933,-7.77189829480834,0.0244801364771662,0.408866560454073
4567,94437.4796650955,0.785343723262916,0.678309205922298,1.40942217856591,0.220801313006086,-9.74977140394039,0.0265501228275757,0.484565024910844
4621,87763.7062827416,2.07352834578686,0.658659656636417,1.92949348796265,0.0839689786250528,-10.647891420424,0.0355625468469378,0.564839236156899
4675,59763.5744796426,2.05347314507962,0.743912069004029,2.23756708345382,0.137204397516543,-8.37860004487447,0.0223947442741579,0.516599586320319
4729,92626.53121521,1.85247855464333,0.824172325342428,1.44010366064108,0.175834949917917,-9.80760549747385,0.019498338510489,0.481187316624867
4783,80018.642499519,2.01578856923137,0.749530803932343,1.52939199791322,0.181375895347519,-6.97641352104954,0.0271066103983254,0.55199768166967
4837,27527.6508935494,0.62233670588237,0.67012998375902,2.14486040251324,0.131230079037123,-4.20885417734273,0.0132631425812266,0.382785979406384
4891,82825.305250386,1.28115102428995,0.973514845394529,1.5493215798406,0.230843682917475,-7.07420483449474,0.0183228388691582,0.465907615013374
4945,33051.0607638571,2.40786865267849,0.94032460037712,2.46997133914544,0.153617157798144,-4.87201630906202,0.0185098933687456,0.464286189280439
4999,74139.4959065074,0.80102055490514,0.676049791543744,1.89264350311679,0.117812552266187,-6.63195238308981,0.0186964438965644,0.298875597822864
5053,40159.1672584764,0.713093272643839,0.991705787985586,1.15592372570877,0.130365898311939,-11.6731144229975,0.0272051502709098,0.342054132871993
5107,31493.5865525331,1.86516391616435,0.92497513466794,1.03346886150732,0.193049067077445,-7.2523263115529,0.0250186251289134,0.359950975090102
5161,41810.963145108,1.04252077260566,0.974951422134414,1.97328453750812,0.107624035707413,-8.10614901433699,0.0209619120338471,0.431535782012134
5215,29184.5471249544,1.60912736214479,0.799437920439988,0.818953508393676,0.152073145555623,-10.2721907909121,0.0283617071607761,0.305908174712746
5269,25339.2080220219,1.35489609045174,0.897011922320351,0.981283125373744,0.199000118969634,-5.5819588685967,0.0238970973065977,0.511234602557472
5323,28447.9472992243,1.62248409907185,0.993121844008099,2.30011692930021,0.219674206124837,-8.13438819344156,0.0172128163005548,0.432226592251763
5377,60897.3567825742,2.13464248487586,0.865166110049002,1.12560671991748,0.144980292964756,-8.77129299350083,0.0176786361200752,0.516033999622974
5431,95940.0113979937,0.898722727342183,0.927134040869772,1.20831329664806,0.248767786258468,-10.6885653087031,0.0221645120115084,0.429865948648762
5485,32250.7240419509,0.739791734597413,0.958926390814595,1.35722552524859,0.122685416759778,-11.9658513671905,0.0305790542626377,0.311643940497073
5539,48532.7745497052,2.19430246208957,0.849775299326051,0.656691857478372,0.142655801311048,-7.43361685256474,0.034597976986341,0.344760633978166
5593,92126.1678971932,0.954835292109381,0.726036499442533,1.66990745998914,0.239120755753174,-9.94854882937856,0.0349416056037432,0.574627493930305
5647,74522.2194714297,0.817616047623346,0.962319448390044,2.04366866720569,0.109936264028438,-7.87297436285764,0.033120685272131,0.476152088132687
5701,58077.2445688781,1.06068849755037,0.697221225488465,2.00458807004748,0.0817227708567952,-5.49207380899228,0.0211287608837921,0.474430677955248
5755,78947.0845132018,2.41490667663156,0.766530590699054,1.41777453088289,0.213983123703365,-11.0004412274901,0.0178108404405036,0.502697233994375
5809,70481.8275939324,0.913733591135265,0.833241954490077,1.10447047340514,0.195936777163806,-9.89571582175791,0.0369600482363399,0.320334214653855
5863,89828.4368033928,1.99813555266168,0.948957472933456,1.90439294571026,0.110502167826198,-9.19798337349668,0.0144231924329298,0.351313423198718
5917,95736.2209639105,2.38525559432991,0.695026885389816,2.17163773682468,0.226991719266953,-10.1711690614559,0.0273250961495941,0.333522025263263
5971,99188.1316597573,0.756026187542349,0.839461865950841,2.32629694120084,0.135449957798337,-8.97598031987436,0.0287141421982729,0.538581657120574
6025,86864.1764473869,0.527268643940566,0.888416849619243,0.922013271508995,0.242804985348921,-5.20185669189319,0.0218463104847598,0.509438301843486
6079,96703.9312508714,1.46368980044707,0.740679960991256,1.57873590461621,0.19472433807372,-8.54903776475228,0.0228601032964,0.333052325811959
6133,42293.7444474373,1.73376666591464,0.861370548326522,0.891683631625795,0.166499605063073,-6.18077650352381,0.0340769096733414,0.461659063387336
6187,79584.5622506749,1.20119993365883,0.863420538538135,1.24734579874475,0.235111497858888,-11.2694276765268,0.0267200066607987,0.513103616351238
6241,26495.8663059806,1.42713086111593,0.77978407686064,0.583705178724334,0.0870335875068122,-9.50090312252753,0.0303479219557593,0.41428133655017
6295,66913.1665868917,1.54650197398184,0.98026198868081,2.44825980873198,0.218323072819767,-7.37694322980009,0.028263940036354,0.32741353885954
6349,85051.0230137152,0.97158604854811,0.844607321882155,1.56316291953552,0.176883019911475,-10.5668542181049,0.0349823352068695,0.546737414048961
6403,39132.1593619359,2.39853820469604,0.837725122176111,1.32191718366384,0.086246758170746,-11.3638265316281,0.0348351326221978,0.425095826287626
6457,63219.0221097844,1.30735631409049,0.90703992875712,1.78611658301738,0.209652227788902,-4.91911125585437,0.0138881150810613,0.497447785765922
6511,93464.3280179007,1.25139874018934,0.806611971864942,1.42989267597556,0.190638431352709,-10.3491555085126,0.0343700671486892,0.433889467193105
6565,96399.6595818026,1.74206089049366,0.899899003034923,1.75133991041721,0.213230154703779,-8.67791526759043,0.0237920946749688,0.483815279984253
6619,38122.3375537666,0.695662485305767,0.736809158055112,1.50983790585221,0.246525212114429,-6.43123387601227,0.0275059554647923,0.342909210599191
6673,62673.0782922823,1.50592489322427,0.852917284514755,0.955108769941761,0.0764708739521302,-11.4555409277882,0.0317895220142497,0.29565817746392
6727,84426.3215660758,1.47978554028696,0.847281797358766,1.46374069227681,0.123891470916133,-9.71369876730256,0.0287784249750467,0.374758997240127
6781,57247.5563105254,2.32890683817397,0.789319328975398,0.636120817439689,0.0845704284543172,-8.8409628221672,0.0362722833482341,0.454409629250516
6835,86378.2666075567,1.21348569325203,0.602717965420336,2.3835369538924,0.171031226731429,-7.02585009613074,0.0261349714861628,0.375583315938816
6889,70937.8748280578,1.5250881373739,0.662029179947916,1.19423384607547,0.162583866374916,-4.31553618851118,0.0338063849310236,0.566739464776556
6943,54707.5028373511,1.0185991855178,0.81016080196714,2.42492824061592,0.096528418733069,-5.84971438679844,0.0196841865832724,0.574124483563739
6997,72656.5297195339,0.703251729472785,0.699462568325922,1.89544735571676,0.172996748130245,-11.3171867937967,0.0262445268954958,0.546011716060573
7051,82281.6592068702,2.30459674274912,0.795780878438614,2.48573790770392,0.0923282890015253,-9.38040154519491,0.0275652105120247,0.456527320541453
7105,50766.8850879709,2.1882650597588,0.884970280256588,1.93502602811954,0.138476762162463,-9.47520388897508,0.0233505741376545,0.318494396198716
7159,25811.5457074309,1.96513077335085,0.956676924460568,1.483347970984,0.211132374576846,-11.9496922290232,0.0278750927775393,0.37008340681541
7213,48951.9842393929,2.47908544888555,0.647796029389836,0.911042950525146,0.186727999067807,-4.16425458697602,0.0254891018450531,0.323016713370418
7267,80657.8549953992,0.637440640874836,0.982438107048627,2.13099277666183,0.240885994918426,-4.57397575784475,0.0172962279168121,0.40062976228504
7321,81219.8486475972,1.7772093043925,0.752297437287401,2.00223826296512,0.117760382559791,-4.75004555234686,0.0318772031509181,0.568479711759451
7375,88667.7828163374,1.33397155336017,0.735508149859495,2.30751463261837,0.228647057327398,-4.60199773214757,0.0189158767763733,0.377150290267344
7429,65104.2198324867,2.22409336258018,0.827017828526441,1.77504630036382,0.0851034018179053,-5.13534032276832,0.0137430320851739,0.557208259845118
7483,46528.1460119877,0.651563472802436,0.641034884761553,2.13261683861291,0.184453696324199,-9.7780496429652,0.0311738492452874,0.3982363227739
7537,80424.7941474605,1.56007255299578,0.684174443382304,0.947674630208337,0.101237461035562,-5.38102308968082,0.0325506689295236,0.365577258905885
7591,64210.8398114506,0.856366124140134,0.630906742905732,2.2096818949883,0.183999193890413,-4.04253271237947,0.0264057282882632,0.562894007701823
7645,99438.4655507165,2.04529344648889,0.968673132459633,1.1794459452597,0.176387800315933,-7.49330222101882,0.0310440713435005,0.339903912943881
7699,84654.3782822264,1.68677545589332,0.761811856165063,1.52225389393899,0.193836929032113,-6.34391304803081,0.026431027721988,0.435692875240359
7753,42012.5938993297,1.42530789747698,0.764958532719873,2.36964350617195,0.221196487045963,-9.67004600253888,0.0316003710643799,0.293153153549589
7807,38710.1373072073,2.03478247716291,0.894344602421857,1.86104094964493,0.149748024833971,-5.78537649124861,0.0151111835753309,0.49430066353709
7861,36212.6751952746,1.9493647167591,0.718453739759047,1.75498189016762,0.0800706655043177,-5.55746797278523,0.03299658042111,0.364053191937122
7915,77242.9710926954,0.60602689536101,0.769384129934013,0.686135283475707,0.205311616388644,-8.60707933423109,0.0365008238088339,0.498883717232477
7969,97840.8693350211,0.640445933534729,0.756254982593935,2.43203603695128,0.146046138774036,-7.15145117669366,0.0297568559993981,0.473231175356044
8023,99688.0463938578,1.10667810525417,0.681668010074645,0.82927440232815,0.0933347294526902,-4.82546520211734,0.0151982173557801,0.424190787080943
8077,44541.1343942105,2.16641644276377,0.935616053604986,2.33670898083403,0.225041032083755,-4.46029833495617,0.0163119651146285,0.310075901920872
8131,65813.1657398771,1.50050680447064,0.905430224221665,1.8133706468832,0.0751825064954755,-9.97894090807997,0.0140739806660494,0.355314510123234
8185,45585.1262066572,1.39880378647521,0.607297518565319,0.579164390775608,0.21788424215345,-9.14689048773609,0.025884178512056,0.506207904808735
8239,94770.2802333515,2.32028256124186,0.775141739218961,1.38087549999616,0.120057280472683,-8.03595911148935,0.0326901251036766,0.552870693817746
8293,86977.5572764629,0.542389750328986,0.68925818614848,0.792292609152978,0.246183760245403,-8.51128857398406,0.0190762024469967,0.329914596655394
8347,85758.6151275318,1.6041963588755,0.928238599027041,0.989756631768495,0.201337666143663,-8.88198562119156,0.0125252112733641,0.579448419059231
8401,94160.1552841312,1.74901090773629,0.707911751922686,1.50378271288095,0.171433858027449,-7.83756851629354,0.0173615609969748,0.489086002650799
8455,51996.0139881296,2.14617014222654,0.803310665749479,0.872726675171312,0.162922535732578,-6.8114857031405,0.0197247942134382,0.379074609114195
8509,75116.2155681814,0.595237232113467,0.916026765412651,1.84565057763291,0.073356028046619,-5.32240494020283,0.0314663751965422,0.555604976841074
8563,98369.5504003845,1.64547663651425,0.713796397842467,0.524990320521477,0.0645526487744792,-6.86553818813525,0.0307049228870086,0.441303883512912
8617,54515.4333528189,0.868711663315922,0.977524978511501,1.92057752048913,0.236871613777694,-6.24094246129505,0.0269752343875421,0.389175295211666
8671,40698.7873569014,2.43193285185781,0.812584185315762,2.25759594092426,0.239948293916241,-11.0756884720176,0.0336188075951968,0.399248741829803
8725,25544.5635087381,1.62689358173651,0.961116824808065,1.30060332182171,0.153390761581104,-6.65012205913663,0.0159725519141507,0.325595966612885
8779,73385.3130250354,1.13246625378431,0.725337382394355,0.973368448992353,0.244536667998545,-6.28280621432699,0.0183609669824545,0.518272114657331
8833,33433.7401903758,1.2693742513172,0.911667729128618,1.23351940849773,0.201019171281296,-9.33657782303169,0.0170333137837763,0.372852750111464
8887,30289.5268857537,0.931852694998844,0.908257220000029,2.31931802483769,0.197179415682403,-7.95649437183514,0.0342046009748352,0.522853894166404
8941,69283.0452402704,0.998315766650357,0.674662506466731,2.18620634177921,0.190970914660866,-5.42125429457054,0.0216237292999073,0.358112661453383
8995,76427.0851291949,2.28998064116237,0.816535427363124,1.14494414264767,0.148433755447695,-11.8976951941755,0.0127758856612516,0.38700183702478
9049,71393.2947439607,1.26037145802075,0.792651210989337,2.45108562808988,0.0914362415677169,-7.54587472723797,0.0303999289468346,0.496162315656198
9103,49134.1683865467,1.54160744740999,0.791391596534755,1.468897553085,0.199678258434142,-7.35485840460286,0.0285976400846477,0.470216108614439
9157,38147.9021968262,2.25252859832062,0.601766078814864,1.00762780122183,0.178814553862685,-6.69289742923342,0.032294434957275,0.411559645545948
9211,62167.745156592,1.78500262542891,0.841129349512979,0.730371639036259,0.233939119114366,-8.46485957888886,0.0160328509824747,0.316598897648766
9265,61003.8716186245,1.03534122947791,0.901521450376604,1.96711135310052,0.0653514496370917,-10.2863561684359,0.0250769655485492,0.520693640699692
9319,67808.8998639141,1.43640091447138,0.746951847083401,2.17780824673299,0.0981280333878385,-6.07016530904919,0.031301747285657,0.532689340501232
9373,69086.4903063339,1.96200862390149,0.776704277182463,0.85661118500788,0.0947191766637843,-7.61074144462123,0.0226974261216179,0.313367775301612
9427,51041.3491505897,1.22311888064581,0.876147994517349,0.562867512343393,0.143660463248962,-7.69780162689276,0.0141887841600092,0.328258357505756
9481,43554.2760619137,1.05377699792903,0.691070653822273,1.06513132558308,0.208601244703095,-8.29749112808146,0.033250043418112,0.350382338075363
9535,36880.0781362515,2.37150123711081,0.636758991918527,0.518766977388121,0.102962448394246,-11.2003432124015,0.0222890581519216,0.531556799659366
9589,72514.7371942003,1.23662394519172,0.902809718311764,2.11630266569802,0.159111973932886,-9.09152653978206,0.0255916231084529,0.418581820339535
9643,88176.1595606513,0.866128592145525,0.664502795949578,0.75159575638664,0.206829535977231,-10.201480989866,0.022659846731036,0.390430178046098
9697,66422.5377469265,1.79471604916104,0.996341480180155,2.41675759697175,0.186162245299784,-4.76005587122403,0.0242227302308485,0.537181883678283
9751,28894.4399685715,2.00280921955166,0.984184423005208,1.87231589723704,0.173825337283342,-8.95972433594055,0.0235478856059321,0.446972608994541
9805,30088.9067005774,2.21258613880471,0.763785572991706,1.34593824865775,0.0722757063657627,-11.1900650141761,0.0240247094260429,0.513506949251273
9859,65181.6924285959,0.943746013449959,0.629890993270092,2.21227458705954,0.113022609387772,-6.90486508606002,0.0358436671844273,0.405901715645334
9913,58883.2888390461,2.29391991077071,0.660865843302105,1.71973543772516,0.249876463752953,-4.93767116523348,0.0309825289322222,0.495682561208494
9967,63705.2614757558,1.48669299234489,0.951976634168532,1.83484253219145,0.203335563199216,-5.44925508817658,0.0167099015453005,0.292865261793463
10021,30858.2510860579,2.12325412039184,0.882704923018813,2.47071007267241,0.0884735141213605,-5.60967159311287,0.020206470255473,0.508283645750571
10075,68496.7359628354,2.44204335919413,0.729695485827513,0.606502490161953,0.14195900307066,-8.34567194132134,0.0168497059712152,0.549666559068661
10129,39900.8139271755,1.09169383920437,0.716840814724565,1.08827142294097,0.0638594731782359,-7.59576982368715,0.0143010830981109,0.544249746475101
10183,69805.8961565839,0.664985565163114,0.952356030927505,1.27930059208033,0.161124983741247,-5.90844632382505,0.0191135940393467,0.57716186979661
10237,52773.7320070737,1.29410045803712,0.855282886274625,1.19971868348415,0.156058241850696,-4.55046201071702,0.0127210509662879,0.571236072923336
10291,67458.2791274879,1.75682467174662,0.701029379284475,1.2731437482918,0.0746686120091908,-7.31743342670612,0.030823489947034,0.406692991435702
10345,33736.2227314734,0.894772461334057,0.84340621127421,0.759199474364764,0.0677041713365907,-10.8252828980889,0.0214552124149937,0.526753712280316
10399,88795.5096556398,0.519662658007734,0.920803036052268,0.554465518600342,0.21216234460946,-8.25212346233427,0.0368394106466537,0.354464363112161
10453,76282.8397356789,1.92011911750091,0.965167462815996,2.28535539019663,0.232218825005475,-4.32246390466578,0.0231060042207123,0.44808848379167
10507,41171.9621361699,2.34594869298907,0.787389408442192,0.647690540566982,0.164698143976493,-4.27906828376465,0.01302973227335,0.443282044679858
10561,34008.6508350505,1.18437910615484,0.939729244546965,1.16837138948992,0.230066125007288,-7.72577588652261,0.0124869585555153,0.296680576077837
10615,37658.3633902774,1.98361513073243,0.709727468035649,0.541556636089261,0.132464658943427,-6.55769854964688,0.0179463006097906,0.533790971904725
10669,55710.7266748499,0.683576237630833,0.873305680836551,1.28635321586876,0.0831087460467097,-10.5427636195067,0.0294473989110498,0.416270104152546
10723,79007.5141197594,2.20206087465084,0.682637220450211,2.05919578036369,0.125033248509135,-4.65064809506759,0.0364041414186148,0.482205003558053
10777,83174.6823190479,0.53778523651422,0.723930054774974,0.616179448170692,0.100677918077927,-4.38083502217196,0.0164359367210439,0.519790648709412
