Link,Abstract
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871336969&doi=10.1108%2f02580541311285410&partnerID=40&md5=b3071ea8fc5d08d96f27e70876bcb1a4","Purpose: This paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies. Design/methodology/approach: This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings: It would be very difficult to find a company CEO or a department manager who did not acknowledge the need for strategic planning when making major decisions about company policies or when contemplating large-scale directional change. However, the problem with strategic planning is that it isn't always very effective. The reasons for this range from the fact that sometimes it is not strategic enough, or robust enough, to the use of strategies developed to meet the needs of very different industries. Practical implications: The paper provides strategic insights and practical thinking that have influenced some of the world's leading organizations. Originality/value: The briefing saves busy executives and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to digest format. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888347980&doi=10.3828%2ftpr.2013.38&partnerID=40&md5=ce8c204fd3358228aba0b2025ec300f7","Strategic planning has long been at the heart of the post-war statutory planning framework. From 1968, this took the form of structure plans. In 2004, however, these were replaced by Regional Spatial Strategies (RSS). Then in May 2010, the Conservative Party announced it would abolish RSS and with it, we would argue, strategic planning in any meaningful sense of the word. The incoming Coalition Government followed through on this. This article looks at the implications of RSS abolition and the consequences, looking in particular at its implication for economic growth and investment in more prosperous, southern England."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879464890&partnerID=40&md5=d7a7c257ebbe18a8ba9af39d807007be","After the passage of the Patient Protection and Affordable Care Act in March 2010, there is an urgent need for medical schools, teaching hospitals, and practice plans to work together seamlessly across a common mission. Although there is agreement that there should be greater coordination of initiatives and resources, there is little guidance in the literature to address the method to achieve the necessary transformation. Traditional approaches to strategic planning often engage a few leaders and produce a set of immeasurable initiatives. A nontraditional approach, consisting of a Whole-Scale (Dannemiller Tyson Associates, Ann Arbor, MI) engagement, appreciative inquiry, and a balanced scorecard can, more rapidly transform an academic health center. Using this nontraditional approach to strategic planning, increased organizational awareness was achieved in a single academic health center. Strategic planning can be an effective tool to achieve alignment, enhance accountability, and a first step in meeting the demands of the new landscape of healthcare."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865476536&doi=10.1016%2fj.pecs.2011.12.001&partnerID=40&md5=5736934b8f8e813572459786d1a9804c","Application of the process intensification concept to biomass gasification is relatively recent, but is arousing growing interest by providing true opportunities for developing cost-effective high quality syngas, particularly for small to medium-scale installations, adapted to the economic context of most regions in the world. In this highly swarming context towards process intensification, this article provides an overview of the different strategies which are reported in the literature to perform syngas or H 2 purification and conditioning into the gasifier. A promising avenue towards process intensification consists in integrating several functionalities into suitable fluidized bed gasifiers, such as catalytic tar cracking/reforming, CO 2 elimination, H 2 separation and the elimination of particles and other contaminants. The development of new catalytic integrated gasification concepts is also proposed to achieve high conversion performances while pursuing significant process intensification. This strategy is illustrated by relevant examples such as the design of short contact time partial oxidation catalytic reactors, the implementation of specific reaction media such as supercritical water or molten metal, or the realisation of a close contact between solid catalysts and lignocellulosic biomass. Most of these different technologies are not mature yet and research effort has to be performed for optimizing each of these approaches, calling for a multidisciplinary and multi-scale approach integrating catalysis, chemistry, reaction and process engineering. The design of new advanced gasification reactor concept still has to be pursued in order to achieve the challenging one-step production of a high quality syngas from biomass gasification. The implementation of such innovative biomass gasification breakthrough concepts could be one of the most promising ways of process intensification resulting in a significant cut down of the production costs of synthesis gas and H 2 derived from biomass. Graphical abstract: Application of the process intensification concept to biomass gasification is a promising way to cut down the production costs of synthesis gas and H 2 derived from biomass and requires a multidisciplinary and multi-scale approach integrating catalysis, chemistry, reaction and process engineering. © 2012 Elsevier Ltd. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876151170&partnerID=40&md5=761fe275354cfbd9ac1eaab66c08d92b","Analytics has a similar agenda as management science and is working with the same industrial and business context to support managerial planning, problem solving and decision making. Analytics has a broader scope in terms of methods - besides models and algorithms it also works with statistical methods and advanced technology for handling data, information and knowledge. Soft Computing builds on fuzzy sets theory, fuzzy logic, optimisation, neural nets, evolutionary algorithms, macro heuristics and approximate reasoning. Soft Computing is is focused on the design of intelligent systems to process uncertain, imprecise and incomplete information. Soft Computing methods applied to real-world problems offer more robust, tractable and less costly solutions than those obtained by more conventional mathematical techniques."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867176408&partnerID=40&md5=ea26cdd7d8a1905717498a0eebee156c","Based on a structured literature review, the ceramic tiles sector of Italy (benchmark) and Brazil (2 nd world producer and consumer) are compared, under four strategic factors: normative, market, technology and strategic management, in order to identify critical risks for a national strategic sector. The document aims to propose guidelines for a strategic re-planning of the Brazilian ceramic tiles sector, making the Brazilian producers aware of the national market fragility (in spite of its recent remarkable evolution) and helping the policy makers to reflect on the need of reviewing the strategic planning methods and practice, of designing new targeted programs (based on coherence between operation and business strategies), of providing improved management to strengthen the sector against unfair competition by low-cost producers, enhancing the necessary infrastructure in technology, work, marketing and quality management. The analysis is limited to the single-firing production technology. The wide-coverage strategic analysis of the Brazilian ceramic tiles sector, very little studied until now in a scientific way, emphasizes the importance of applying research methodology and may be valuable to both scholars and practitioners. Additionally, it highlights the need of investments in innovation (product design and production technology) and the fundamental role of the sector organization, identifying different dimensions. It is possible to conclude that the recent Brazilian production growth is not due to a natural strengthening because of the hit of the sector and of correct enterprises strategy, but it seems the result of a temporary and favorable economic contingency."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863441004&doi=10.1080%2f02722011.2012.679152&partnerID=40&md5=c0446954a87f61dc41b4b11a9339b814","This article examines the voting behavior of justices of the Supreme Court of Canada during two important periods of institutional change: the end of appeals to the Judicial Committee of the Privy Council (JCPC) and the adoption of the Charter of Rights and Freedoms. I argue that these changes affected the justices' voting patterns in systematic ways. My assertion is that the end of appeals to the Judicial Committee of the Privy Council removes a constraint on Supreme Court decision-making, which had led to strategic voting by the justices in the period during which the JCPC could examine and reverse the Supreme Court's decisions. For the Charter of Rights, I assert that its existence as a legal document served as a constraint for conservative justices on the Court in the period immediately following its passage. Drawing on the universe of decisions of the Supreme Court of Canada from 1945 to 2005 in criminal, tax, and tort cases, I use Baum's (1988, 1989) method of examining policy change on the Supreme Court over time. I examine judicial votes before and after the Supreme Court becomes a court of last resort in 1949, and before and after passage of the Charter of Rights in 1982. Then, I employ a logistic regression model in the Charter of Rights period and a comparison of Supreme Court of Canada and JCPC voting in the 1949 period. I find support for the assertion that justices will vote strategically when faced with threat of reversal. The Charter of Rights also appears to have a constraining effect. Its mandate as a progressive document appears to have a constraining effect on conservative justices' voting patterns, at least in the short-term following its passage. © 2012 ACSUS."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862905416&doi=10.2166%2fwpt.2012.030&partnerID=40&md5=454c6552876094f2097f92b30958fabe","From an asset management perspective there is an ongoing challenge to make strategic investment decisions which are based on maintaining asset serviceability, effluent quality requirements and providing for growth. Additionally, individual performance of treatment stages and changes in sewage flows and loads have to be considered to achieve an optimised outcome. Typically, large scale capital projects are required to address the many challenges that face a WWTP. However, significant cost savings can be made if smaller optimisation projects are pursued to maximise the capacity of existing infrastructure and therefore defer high cost capital upgrades. To achieve this end, SA Water started a formal process to review the capacity of each process element of the Bolivar WWTP and found several opportunities to optimise current process performance. Based on these outcomes a future strategy document was developed that enables the next major plant upgrade to be deferred by 8-10 years. This paper summarises SA Water's approach to develop such a documentation to allow a strategic asset management, optimise its capital expenditure and achieve significant cost savings. It also highlights some of the projects that were identified during this process to improve the current treatment plant performance. © IWA Publishing 2012."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862251039&doi=10.1186%2f1475-2875-11-205&partnerID=40&md5=aaf3b2824f787a92c231d7c1d0ec5900","Recent increases in funding for malaria control have led to the reduction in transmission in many malaria endemic countries, prompting the national control programmes of 36 malaria endemic countries to set elimination targets. Accounting for human population movement (HPM) in planning for control, elimination and post-elimination surveillance is important, as evidenced by previous elimination attempts that were undermined by the reintroduction of malaria through HPM. Strategic control and elimination planning, therefore, requires quantitative information on HPM patterns and the translation of these into parasite dispersion. HPM patterns and the risk of malaria vary substantially across spatial and temporal scales, demographic and socioeconomic sub-groups, and motivation for travel, so multiple data sets are likely required for quantification of movement. While existing studies based on mobile phone call record data combined with malaria transmission maps have begun to address withincountry HPM patterns, other aspects remain poorly quantified despite their importance in accurately gauging malaria movement patterns and building control and detection strategies, such as cross-border HPM, demographic and socioeconomic stratification of HPM patterns, forms of transport, personal malaria protection and other factors that modify malaria risk. A wealth of data exist to aid filling these gaps, which, when combined with spatial data on transport infrastructure, traffic and malaria transmission, can answer relevant questions to guide strategic planning. This review aims to (i) discuss relevant types of HPM across spatial and temporal scales, (ii) document where datasets exist to quantify HPM, (iii) highlight where data gaps remain and (iv) briefly put forward methods for integrating these datasets in a Geographic Information System (GIS) framework for analysing and modelling human population and Plasmodium falciparum malaria infection movements. © 2012 Pindolia et al.; licensee BioMed Central Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859797569&doi=10.1080%2f10852352.2012.660122&partnerID=40&md5=a77a5752ababd02201314d825b07964f","HIV prevention efforts have expanded beyond individual-level interventions to address structural determinants of risk. Coalitions have been an important vehicle for addressing similar intractable and deeply rooted health-related issues. A root cause analysis process may aid coalitions in identifying fundamental, structural-level contributors to risk and in identifying appropriate solutions. For this article, strategic plans for 13 coalitions were analyzed both before and after a root cause analysis approach was applied to determine the coalitions' strategic plans potential impact and comprehensiveness. After root cause analysis, strategic plans trended toward targeting policies and practices rather than on single agency programmatic changes. Plans expanded to target multiple sectors and several changes within sectors to penetrate deeply into a sector or system. Findings suggest that root cause analysis may be a viable tool to assist coalitions in identifying structural determinants and possible solutions for HIV risk. © 2012 Taylor and Francis Group, LLC."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860306104&doi=10.1007%2fs11301-012-0081-x&partnerID=40&md5=682375d6676beaf4df2113387d911dbf","After 50 years of research in strategic management, the design of strategic planning processes is still on the agenda for scholarly research. Using a quantitative meta-analysis, we examine empirical studies on the relationship between organizational performance and the design parameters of the strategic planning process that can be controlled by a firm. Whereas existing literature reviews focus on the effect of strategic planning on performance, this meta-analysis also considers the role of the location and participants in the strategic planning process, the distinct properties of strategic planners and the intensity of the planning method used. The effect sizes of existing primary studies are harmonized for better comparison and aggregated for a total effect. The total effect is tested for significance and checked for homogeneity. © 2012 Wirtschaftsuniversität Wien, Austria."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859592783&doi=10.1590%2fS0034-76122012000200009&partnerID=40&md5=9caf5a314bf924eabbbf99765ce49f1d","This study aspires to propose and discuss practices of strategic planning for public security, in the city of Lavras (MG), according to the Situational Strategic Planning (SSP) method. It is presented a theoretical review of SSP method and public security, which allowed the definition of research variables. Regarding the case study, this was done at Lavras (MG) city, and sought to identify the problems, the critical nodes and strategies for public security improvement in the city. Furthermore, it was analyzed the views of different social actors on crime, its causes and proposed solutions, ending with the proposition of strategic actions related to public security in Lavras (MG). This research found that the participation of social actors in the process of strategy formulation is shown as an effective path to be followed in, with respect to strategy formulation on the participative context. Therefore, it was concluded that the SSP method could contribute to the proposition and discussion of strategic planning practices of public security for the city of Lavras (MG), and that the participation of the society in this process is essential, empowering solutions that comes close and available to the population."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865726905&partnerID=40&md5=ca188ff419843bf91b9da9bbe21a09e3","There is a natural break in the strategy literature around 1982 in relation to understanding the practice of strategic planning and strategic thinking by organisations. Prior to 1982, Kenneth Andrews, Igor Ansoff, and Michael Porter gave strong emphasis to strategic planning and positioning choices by firms in industries to achieve better performance. The chief executive officer, top management team, and strategic planners were the most influential actors within firms in the strategy process through the 1950s, 1960s, and 1970s. However, with the OPEC I and OPEC II oil shocks adversely impacting economic activity in industrialised countries in the 1970s and early 1980s, the expected planningperformance relationship for organisations was increasingly questioned. Circumstances required that firms become more agile and adaptive to economic and market challenges in the 1980s. This created an opportunity in 1982 for the contribution of McKinsey and Co consultants including Tom Peters, Robert Waterman, and Kenichi Ohmae to start to focus attention in the strategy discipline on organisations developing fast, flexible strategic thinking practice. This has had implications for the role of top managers in strategy process. This paper uses mixed methods to explore this outcome and report key findings on the modern role of top managers in the strategy process."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80255135574&doi=10.1007%2fs11269-011-9896-9&partnerID=40&md5=c9a0045c2e2486711aa88c82aee10683","Water utilities particularly in the developing countries continue to operate with considerable inefficiencies in terms of water and revenue losses. With increasing water demand and scarcity, utilities require effective strategies for optimum use of available water resources. Diverse water loss reduction options exist. Deciding on which option to choose amidst conflicting multiple criteria and different interests of stakeholders is a challenging task. In this paper, an integrated multi-criteria decision-aiding framework for strategic planning of water loss management is presented. The PROMETHEE II method was applied within the framework in prioritizing water loss reduction options for Kampala city. A strategic plan that combines selective mains and service lines replacement and pressure management as priorities is the best compromise based on preferences of the decision makers and seven evaluation criteria characterized by financial-economic, environmental, public health, technical and social impacts. The results show that the most preferred options are those that enhance water supply reliability, public health and water conservation measures. This study demonstrates how decision theory coupled with operational research techniques could be applied in practice to solve complex water management and planning problems. © 2011 The Author(s)."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055059599&doi=10.1108%2f02580541111177548&partnerID=40&md5=9bc6ebfeb724ec53ff0f405bea8cb087","Purpose: This article aims to describe how one company has used an ethical approach to strengthen a competitive position based on knowledge management and technological innovation. Design/methodology/approach: The article presents a case study of Indra, a leading Spanish technology company, showing how it has integrated corporate social responsibility within its strategic objectives. Findings: What can you do to get and keep that competitive edge? One firm thinks it has found the answer by incorporating ethical behavior and corporate social responsibility (CSR) into every aspect of its activities. It seems that a corporate culture focused on ethical behavior can improve your standing and reputation inside and outside the company, so that employees, shareholders and communities at large see the organization as ready to do the right thing, rather than motivated exclusively by making money. Practical implications: The article explains how basing competitive advantage on ethics and social responsibility can benefit stakeholders and improve long-term profitability in a technology-driven company. It shows how embedding ethical considerations and CSR as a basic aspect of strategy development and communicating this approach to stakeholders affects employee motivation and behavior, together with company reputation. Originality/value: The article demonstrates the connections between corporate social responsibility initiatives and human resource development in an organization reliant on knowledge management as the basis of innovation. © Emerald Group Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052653014&partnerID=40&md5=e9f23cdeb2335cf011a648c632c15fd3","There is no doubt that in today's world establishment of cooperatives is an effective way of attracting people's involvement at macro level. The agricultural sector is so extensive that achievement of national goals and high levels of development is practically unattainable without active participation by farmers. Provision of a combination of agricultural functional requirements by cooperatives would lead to enhancement of the standard of living of their members. Rural production cooperatives, also known as agricultural cooperatives, are defined as a modern construct with their own specific organization and management. Cooperatives incorporate their own ruling principles, structures, networks, rules, regulations, and bylaws. These features provide concrete benefits in the process of agricultural development. This paper aims to review the activities of rural agricultural production cooperatives in Iran and propose a strategic planning approach for development and institutionalization of their operations. This qualitative research was conducted in Iran using case study and purposeful sampling method. The proposed strategies for promotion of production cooperatives include: provision of support in terms of financial credits, organizational and management expertise, technical know-how and technology, equipment and training, empowerment of members aimed at transforming them into successful farm managers, promotion of team work among members, and extraction of appropriate information and practical advice from research data provided by contemporary investigations. In conclusion, it is proposed that establishment of cooperatives alongside other issues should be considered by policy makers and local leaders and representatives trusted by farmers be involved in their implementation. © 2011 Academic Journals."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052445264&doi=10.1108%2f01443571111165839&partnerID=40&md5=dc66e3f078169a96b0459a1ec24bc724","Purpose: The theories of transaction-cost economics, the resource-based view and the core competencies approach have been used extensively to justify the rationale behind strategic decisions on outsourcing, but their validity has not been investigated yet in comparative empirical research. Additionally, no study has examined the operational effects of these decisions in-depth. The purpose of this paper is to fill these two gaps in the academic literature. Design/methodology/approach: A literature review confirms the existence of these gaps and informs hypotheses based on the three theories. Additionally, the model for continuous decision making on outsourcing is used to systematically collect data from five cases studies. The cases - all make-to-order or engineering-to-order - have been analysed on effects for operational performance and control resulting from strategic decision making on outsourcing. Findings: From this evaluation, it appears that these companies perform weakly on the control of the outsourced activities. Furthermore, it seems that the (manufacturing) strategy is disconnected from outsourcing practices and that outsourcing hardly contributes to competitive advantage. Moreover, from some of the case studies it appears that the decision for strategic outsourcing is irreversible. Finally, traditional criteria and behaviour during decision making prevail, i.e. a cost-driven perspective, which does not address contemporary challenges. Research limitations/implications: Despite being explorative and based on only five cases, these findings indicate that strategic decision making on outsourcing based on the three theories insufficiently accounts for operational issues that emerge later during manufacturing; it might be necessary to revise the theoretical base for outsourcing to include management of outsourced manufacturing activities. Practical implications: The findings imply also that managers in companies, in any case those firms that operate on the basis of make-to-order or engineering-to-order, should be less ""rushed"" into strategic decision making on outsourcing that has adverse effects. Rather, outsourcing requires integral decision making in contrast to factual decision making that displayed signs of bounded rationality (particularly expressed through the focus on cost savings). Social implications: The dominant, one-sided view of the cost perspectives contributes to the notion that the shareholders' interests for short-term profitability conflict with long-term organisational health (apparent through the impact on operational management of outsourcing activities). Originality/value: Stakeholders involved in strategic decision making might use this research to evaluate fundamentally decisions that cover outsourcing. At the same time, for consultants and practitioners it offers insight that is complementary to the often one-sided strategic decision making with its focus on cost reductions. Furthermore, this paper demonstrates the limited validity of current theories that underpin strategic decision making on outsourcing and provides an impetus for academics to develop more appropriate theory. © Emerald Group Publishing Limited."
