Link,Abstract
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994759269&partnerID=40&md5=14c5c164ac7e35f7db185dc16c78e442","This paper presents a robust satisficing decision-making method for Unmanned Aerial Vehicles (UAVs) executing complex missions in an uncertain environment. Motivated by the info-gap decision theory, we formulate this problem as a novel robust satisficing optimization problem, of which the objective is to maximize the robustness while satisfying some desired mission requirements. Specifically, a new info-gap based Markov Decision Process (IMDP) is constructed to abstract the uncertain UAV system and specify the complex mission requirements with the Linear Temporal Logic (LTL). A robust satisficing policy is obtained to maximize the robustness to the uncertain IMDP while ensuring a desired probability of satisfying the LTL specifications. To this end, we propose a two-stage robust satisficing solution strategy which consists of the construction of a product IMDP and the generation of a robust satisficing policy. In the first stage, a product IMDP is constructed by combining the IMDP with an automaton representing the LTL specifications. In the second, an algorithm based on robust dynamic programming is proposed to generate a robust satisficing policy, while an associated robustness evaluation algorithm is presented to evaluate the robustness. Finally, through Monte Carlo simulation, the effectiveness of our algorithms is demonstrated on an UAV search mission under severe uncertainty so that the resulting policy can maximize the robustness while reaching the desired performance level. Furthermore, by comparing the proposed method with other robust decision-making methods, it can be concluded that our policy can tolerate higher uncertainty so that the desired performance level can be guaranteed, which indicates that the proposed method is much more effective in real applications. © 2016 Ji et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986880428&partnerID=40&md5=b83ca3f0823788083a0ae4921da30bf7","While the shale revolution was largely a US’ affair, it affects the global energy system. In this paper, we look at the effects of this spectacular increase in natural gas, and oil, extraction capacity can have on the mix of primary energy sources, on energy prices, and through that on internal political stability of rentier states. We use two exploratory simulation models to investigate the consequences of the combination of both complexity and uncertainty in relation to the global energy system and state stability. Our simulations show that shale developments could be seen as part of a long term hog-cycle, with a short term drop in oil prices if unconventional supply substitutes demand for oil. These lower oil prices may lead to instability in rentier states neighbouring the EU, especially when dependence on oil and gas income is high, youth bulges are present, or buffers like sovereign wealth funds are too limited to bridge the negative economic effects of temporary low oil prices. © 2016 Elsevier Ltd"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994474392&partnerID=40&md5=1b0db52b0a87d1cbb71026b1a592a896","Exploratory simulation allows analysts to discover scenarios in which existing or planned water supplies may fail to meet stakeholder objectives. These robustness assessments rely heavily on the choice of plausible future scenarios, which, in the case of drought management, requires sampling or generating a streamflow ensemble that extends beyond the historical record. This study develops a method to modify synthetic streamflow generators by increasing the frequency and severity of droughts for the purpose of exploratory modeling. To support management decisions, these synthetic droughts can be related to recent observed droughts of consequence for regional stakeholders. The method approximately preserves the spatial and temporal correlation of historical streamflow in drought-adjusted scenarios. The approach is demonstrated in a bottom-up planning context using an urban water portfolio design problem in North Carolina, a region whose water supply faces both climate and population pressures. Synthetic scenarios are used to simulate the implications for reliability and cost if events with similar severity to the recent 2007-2008 drought become more frequent under climate change, and in general, the system-level consequences of increasingly frequent and/or severe droughts. Finally, synthetically generated drought extremes are compared with runoff projections derived from downscaled climate model output, serving to support bottom-up robustness methods in water systems planning. © 2016 American Society of Civil Engineers."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978394264&partnerID=40&md5=a05924dada4918d240c774a3d2b54fea","Scenario discovery is a model-based approach to scenario development under deep uncertainty. Scenario discovery relies on the use of statistical machine learning algorithms. The most frequently used algorithm is the Patient Rule Induction Method (PRIM). This algorithm identifies regions in an uncertain model input space that are highly predictive of model outcomes that are of interest. To identify these regions, PRIM uses a hill-climbing optimization procedure. This suggests that PRIM can suffer from the usual defects of hill climbing optimization algorithms, including local optima, plateaus, and ridges and valleys. In case of PRIM, these problems are even more pronounced when dealing with heterogeneously typed data. Drawing inspiration from machine learning research on random forests, we present an improved version of PRIM. This improved version is based on the idea of performing multiple PRIM analyses based on randomly selected features and combining these results using a bagging technique. The efficacy of the approach is demonstrated using three cases. Each of the cases has been published before and used PRIM. We compare the results found using PRIM with the results found using the improved version of PRIM. We find that the improved version is more robust to new data, can better cope with heterogeneously typed data, and is less prone to overfitting. © 2016 The Authors"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979085712&partnerID=40&md5=d3e424c2afa328a6cc6c5f7706253af8","Computer simulation models can generate large numbers of scenarios, far more than can be effectively utilized in most decision support applications. How can one best select a small number of scenarios to consider? One approach calls for choosing scenarios that illuminate vulnerabilities of proposed policies. Another calls for choosing scenarios that span a diverse range of futures. This paper joins these two approaches for the first time, proposing an optimization-based method for choosing a small number of relevant scenarios that combine both vulnerability and diversity. The paper applies the method to a real case involving climate resilient infrastructure for three African river basins (Volta, Orange and Zambezi). Introducing selection criteria in a stepwise manner helps examine how different criteria influence the choice of scenarios. The results suggest that combining vulnerability- and diversity-based criteria can provide a systematic and transparent method for scenario selection. © 2016"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995948067&partnerID=40&md5=6b9a3167f83f8b794b8803963df2ffef","Understanding hydrological model predictive capabilities under contrasting climate conditions enables more robust decision making. Using Differential Split Sample Testing (DSST), we analyze the performance of six hydrological models for 37 Irish catchments under climate conditions unlike those used for model training. Additionally, we consider four ensemble averaging techniques when examining interperiod transferability. DSST is conducted using 2/3 year noncontinuous blocks of (i) the wettest/driest years on record based on precipitation totals and (ii) years with a more/less pronounced seasonal precipitation regime. Model transferability between contrasting regimes was found to vary depending on the testing scenario, catchment, and evaluation criteria considered. As expected, the ensemble average outperformed most individual ensemble members. However, averaging techniques differed considerably in the number of times they surpassed the best individual model member. Bayesian Model Averaging (BMA) and the Granger-Ramanathan Averaging (GRA) method were found to outperform the simple arithmetic mean (SAM) and Akaike Information Criteria Averaging (AICA). Here GRA performed better than the best individual model in 51%–86% of cases (according to the Nash-Sutcliffe criterion). When assessing model predictive skill under climate change conditions we recommend (i) setting up DSST to select the best available analogues of expected annual mean and seasonal climate conditions; (ii) applying multiple performance criteria; (iii) testing transferability using a diverse set of catchments; and (iv) using a multimodel ensemble in conjunction with an appropriate averaging technique. Given the computational efficiency and performance of GRA relative to BMA, the former is recommended as the preferred ensemble averaging technique for climate assessment. © 2016. American Geophysical Union. All Rights Reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988723564&partnerID=40&md5=51a965218f49bcaaeea51e396f9895e7","The consideration of climate resilience in power system planning and operations by utilities around the world is very limited to date. This article assimilates some of the initial thoughts developed as part of a World Bank project on climate resilience for Bangladesh. It briefly reflects on the current literature, and focuses on the specific flooding risks faced in Bangladesh to illuminate the way forward to enhance planning practices. © 2016 Elsevier Inc."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988514062&partnerID=40&md5=b0b6fe3253beb5a1dd6120c083c86e46","Electricity systems are constantly exposed to geopolitical, techno-economic and natural uncertainties that may endanger security of supply. Therefore, it is crucial that policy makers concerned about it consider a variety of possible futures — and not only the one that is perceived as the most likely. In particular, they should account for the possibility of sudden shocks in their decisions with the goal of making the system more “robust”. However, long-term power system models which are an important pillar of policy decision making are typically designed to determine the cost-minimal power system for a specific expected future; such a system is not necessarily the most robust one. By combining the classic investment optimization approach with the tools of Robust Decision Making we analyze the viability of different strategies that may potentially increase the robustness of a power system. For the case of the European power system we pursue a dedicated analysis with the European power system model LIMES-EU. Based on a total of more than 40,000 model runs, we find that strategies promoting the ability of countries to always produce at least 95% of their electricity demand domestically significantly help to reduce the loss of load in case of shocks. Such a strategy is not cost-optimal for the expected future without shocks; but the additional costs (about 0.1% of total system costs) are low compared to the benefits of significantly increasing the power system's robustness. © 2016 Elsevier B.V."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951777028&partnerID=40&md5=58165820f1b77b275c931bd2d92afff0","Business process models which are usually constructed by business designers from experience and analysis are the main guidelines for services composition in the service-oriented architecture (SOA) applications development. However, due to the complexity of business models, it is a challenging task for business process designers to optimize the process models dynamically in accordance with changes in business environments. In this paper, a process-mining-based method is proposed to support business process designers to monitor efficiency or capture the changes of a business process. Firstly, we define a scenario model to depict business elements and their relationships which are critical to business process design. Based on the proposed scenario model, process mining algorithms, including control flow mining, roles mining and data flow mining are carried out in a certain sequence synthetically to extract business scenarios from event logs recorded by SOA application systems. Finally, we implement a prototype using a logistic scenario to illustrate the feasibility of our method in SOA applications development. © 2015, Springer-Verlag London."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978252830&partnerID=40&md5=4b72d65f2e9db5a8dc6192fa7da7ce68","Advances in computing technology, new and ongoing restoration initiatives, concerns about climate change's effects, and the increasing interdisciplinarity of research have encouraged the development of landscape-scale mechanistic models of coupled ecological-geophysical systems. However, communication barriers and uneven infiltration of new strategies for data-driven induction persist in the context of simulation model development across disciplines. One challenge is that ecology and the geosciences have embraced different modeling epistemologies, with ecologists historically favoring inductive inference from generalized, phenomenological models and geoscientists favoring deductive inference from detailed first-principles models. Today, many models used for environmental management, particularly for aquatic ecosystems, tend to be highly detailed, with ecological and geophysical components represented in different modules that are linked but often not closely integrated. These observations highlight a need for cross-disciplinary dialogue about landscape-scale modeling objectives and approaches. The philosophies of pattern-oriented modeling in ecology and exploratory modeling in geophysics have yielded advances in theoretical and applied knowledge in both of those disciplines, but they are not comprehensive across all aspects of landscape-scale modeling. Here we define and synthesize the “Appropriate-Complexity Method” (ACME), which builds upon these two philosophies to guide the development of process-oriented models across a spectrum of scientific and management objectives. ACME helps modelers efficiently converge upon an optimal modeling structure through: i) systematic evaluation of the attributes that comprise computational and representational detail, for which we have developed an operational decision tree; ii) iterative adjustment of models based on pattern-oriented model evaluation strategies; and iii) the use of appropriate datasets (where applicable) to build conceptual models and formulate predictions. Decisions about aspects of computational and representational detail are based on the landscape's emergent properties. They are also based on a hierarchy of classes of questions governing model objectives that represent a multi-attribute tradeoff among validation potential, interpretability, tractability, and generality as functions of computational and representational detail. Tradeoff curves, together with model objectives, provide further guidance for determining the “appropriate” level of complexity for representation of processes in models. Once deemed adequate for addressing the original research question of interest, models may be used for projection and scenario testing. They may next undergo expansion that moves them down the hierarchy, where they can then be used to address research questions of higher specificity, detail, and validation potential, though at a cost of lower tractability and interpretability on the tradeoff curves. This practical, systematic procedure provides clear guidance for the design and improvement of landscape models that may be used to address a wide variety of questions relevant to restoration, over a spectrum of scales. © 2016 The Authors"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991094139&partnerID=40&md5=76fce25f7c6d2726fc90d4490dbb27ff","The rapid socio-economic development and expanding human-induced hydrological alteration have strengthened the interactions between the social and hydrologic systems. To assess regional water supply security under changing water supply and demand condition in strongly human-impacted area, an integrated water resources management model that fully incorporates water demand prediction, optimal water resources allocation and water supply risk analysis is proposed and applied in the mid-lower reach of Hanjiang River basin. The model is run under three scenarios considering increasing water demand and expanding water diversion projects, and then spatial and temporal distributions of water supply reliability and vulnerability are evaluated. Results show that water supply risk in the mid-lower reach of Hanjiang River basin, especially units that take water directly from the mainstream, will be gradually enlarged in the future due to the expansions of both water demand and inter-basin water diversion capacity. The proposed method provides a practical approach towards more robust decision-making of long-term water resources planning and management under changing environment. © 2016 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950970778&partnerID=40&md5=d82473b5bb3e003cc4c1169e3e1dad30","The global container transport system is changing quickly. Ports can be severely affected by these changes; therefore, ports need insight into how the system might change and what the impact of this will be on their competitive position. Given the intrinsic complexity of the container transport system and the presence of a wide range of deeply uncertain factors affecting the system, we use an exploratory modeling approach to study future scenarios for the global container network. Using scenario discovery and worst-case discovery, we assess the implications of various uncertain factors on the competitive position of the port of Rotterdam. It is found that overall the competitive position of Rotterdam is quite robust with respect to the various uncertain factors. The main vulnerability is the quality of the hinterland connections. A modest deterioration of the quality of the hinterland connections, resulting in increased travel time, will result in a loss of throughput for Rotterdam. © 2015 Elsevier Ltd"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978139041&partnerID=40&md5=04912f04005c135b2429e25c3613c1db","A general framework is introduced for modeling pharmacodynamic processes that are subject to autoregulation, which combines the indirect response (IDR) model approach with methods from classical feedback control of engineered systems. The canonical IDR models are modified to incorporate linear combinations of feedback control terms related to the time course of the difference (the error signal) between the pharmacodynamic response and its basal value. Following the well-established approach of traditional engineering control theory, the proposed feedback control indirect response models incorporate terms proportional to the error signal itself, the integral of the error signal, the derivative of the error signal or combinations thereof. Simulations are presented to illustrate the types of responses produced by the proposed feedback control indirect response model framework, and to illustrate comparisons with other PK/PD modeling approaches incorporating feedback. In addition, four examples from literature are used to illustrate the implementation and applicability of the proposed feedback control framework. The examples reflect each of the four mechanisms of drug action as modeled by each of the four canonical IDR models and include: selective serotonin reuptake inhibitors and extracellular serotonin; histamine H2-receptor antagonists and gastric acid; growth hormone secretagogues and circulating growth hormone; β2-selective adrenergic agonists and potassium. The proposed feedback control indirect response approach may serve as an exploratory modeling tool and may provide a bridge for development of more mechanistic systems pharmacology models. © 2016, Springer Science+Business Media New York."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979939227&partnerID=40&md5=76c3f6ef62677e9d995ac3d263e503f3","IN AUGUST 2015, Professor John H. Holland passed away in Ann Arbor, MI, where he had served on the University of Michigan faculty for more than 50 years. John, as he was known universally to his colleagues and students, leaves behind a long legacy of intellectual achievements. As a descendant of the cybernetics era, he was influenced by the work of John von Neumann, Norbert Wiener, W. Ross Ashby, and Alan Turing, all of whom viewed computation as a broad, interdisciplinary enterprise. Holland thus became an early proponent of interdisciplinary approaches to computer science and an active evangelist of what is now called computational thinking, reaching out enthusiastically to psychologists, economists, physicists, linguists, philosophers, and pretty much anyone he came in contact with. As a result, even though he received what was arguably one of the world's first computer science Ph.D. degrees in 1959,23 his contributions are sometimes better known outside computer science than within. Holland is best known for his invention of genetic algorithms (GAs), a family of search and optimization methods inspired by biological evolution. Since their invention in the 1960s, GAs have inspired many related methods and led to the thriving field of evolutionary computation, with widespread scientific and commercial applications. Although the mechanisms and applications of GAs are well known, they were only one offshoot of Holland's broader motivation-to develop a general theory of adaptation in complex systems. Here, we consider this larger framework, sketching the recurring themes that were central to Holland's theory of adaptive systems: discovery and dynamics in adaptive search; internal models and prediction; exploratory modeling; and universal properties of complex adaptive systems."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978717702&partnerID=40&md5=995ed5931a08c585e860d41330c42d11","UK logistics fleets face increasing competitive pressures due to volatile fuel prices and the small profit margins in the industry. By reducing fuel consumption, operational costs and carbon emissions can be reduced. While there are a number of technologies that can reduce fuel consumption, it is often difficult for logistics companies to identify which would be the most beneficial to adopt over the medium and long terms. With a myriad of possible technology combinations, optimising the vehicle specification for specific duty cycles requires a robust decision-making framework. This paper combines simulated truck and delivery routes with a metaheuristic evolutionary algorithm to select the optimal combination of low-carbon technologies that minimise the greenhouse gas emissions of long-haul heavy goods vehicles during their lifetime cost. The framework presented is applicable to other vehicles, including road haulage, waste collection fleets and buses by using tailored parameters in the heuristics model. © 2016 Informa UK Limited, trading as Taylor & Francis Group"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978062297&partnerID=40&md5=42b154f6d6c6d2f383c64be327b6f6f9","Purpose: GSK2647544 is a potent and specific inhibitor of lipoprotein-associated phospholipase A2 (Lp-PLA2), which was in development as a potential treatment for Alzheimer’s disease (AD). In order to refine therapeutic dose predictions and confirm brain penetration, a radiolabelled form of the inhibitor, [18F]GSK2647544, was manufactured for use in a positron emission tomography (PET) biodistribution study. Procedures: [18F]GSK2647544 was produced using a novel, copper iodide (Cu(I)) mediated, [18F]trifluoromethylation methodology. Healthy male subjects (n = 4, age range 34–42) received an oral dose of unlabelled GSK2647544 (100 mg) and after 2 h an intravenous (iv) injection of [18F]GSK2647544 (average injected activity and mass were 106 ± 47 MBq and 179 ± 55 μg, respectively) followed by dynamic PET scans for 120 min. Defined regions of interest (ROI) throughout the brain were used to obtain regional time-activity curves (TACs) and compartmental modelling analysis used to estimate the primary outcome measure, whole brain volume of distribution (VT). Secondary PK and safety endpoints were also recorded. Results: PET dynamic data were successfully obtained from all four subjects and there were no clinically significant variations of the safety endpoints. Inspection of the TACs indicated a relatively homogenous uptake of [18F]GSK2647544 across all the ROIs examined. The mean whole brain VT was 0.56 (95 % CI, 0.41–0.72). Secondary PK parameters, Cmax (geometric mean) and Tmax (median), were 354 ng/ml and 1.4 h, respectively. Metabolism of GSK2647544 was relatively consistent across subjects, with 20–40 % of the parent compound [18F]GSK2647544 present after 120 min. Conclusions: The study provides evidence that GSK2647544 is able to cross the blood brain barrier in healthy male subjects leading to a measurable brain exposure. The administered doses of GSK2647544 were well tolerated. Exploratory modelling suggested that a twice-daily dose of 102 mg, at steady state, would provide ~80 % trough inhibition of brain Lp-PLA2 activity. Trial Registration: Clintrials.gov: NCT01924858. © 2016 The Author(s)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954289299&partnerID=40&md5=e3360f16e7bdee175c8b4046faf43dfb","Ever since its appearance on the scene in the 1940s, in the then nascent field of statistical decision theory, Wald's maximin paradigm has played a vital role in many disciplines in the treatment of nonprobabilistic uncertainty, both as a tool of thought and as a practical instrument. In fact, in some fields, such as modern robust optimization, Wald's paradigm dominates the scene. It is important to note that this paradigm's preeminence in many fields continues unabated, despite its obvious limitations and the criticism that had been and continues to be leveled at it. So, in this tutorial we examine the methodological aspects of this stalwart of decision theory from the viewpoint of robust decision-making, paying special attention to its obvious and not so obvious limitations and to its relation to other maximin paradigms. Â© 2016 The Authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975859162&partnerID=40&md5=cac3ea0191f47f7861a791ae73d12e2d","We adapted a published model to estimate the costs and benefits of screening men who have sex with men for syphilis, including the benefits of preventing syphilis-attributable human immunodeficiency virus. The cost per quality-adjusted life year gained by screeningwas <US $0 (cost-saving) and US $16,100 in the dynamic and static versions of the model, respectively. Copyright © 2016 American Sexually Transmitted Diseases Association. All rights reserved."
